PTWind,available_date,prediction_date
403.45,2015-09-25 00:00:00,2015-09-26 16:00:00
454.55,2015-09-25 00:00:00,2015-09-26 17:00:00
518.05,2015-09-25 00:00:00,2015-09-26 18:00:00
500.875,2015-09-25 00:00:00,2015-09-26 19:00:00
445.45,2015-09-25 00:00:00,2015-09-26 20:00:00
376.975,2015-09-25 00:00:00,2015-09-26 21:00:00
344.775,2015-09-25 00:00:00,2015-09-26 22:00:00
313.95,2015-09-25 00:00:00,2015-09-26 23:00:00
288.875,2015-09-26 00:00:00,2015-09-27 00:00:00
289.625,2015-09-26 00:00:00,2015-09-27 01:00:00
292.925,2015-09-26 00:00:00,2015-09-27 02:00:00
297.875,2015-09-26 00:00:00,2015-09-27 03:00:00
267.2,2015-09-26 00:00:00,2015-09-27 04:00:00
189.825,2015-09-26 00:00:00,2015-09-27 05:00:00
112.675,2015-09-26 00:00:00,2015-09-27 06:00:00
69.35,2015-09-26 00:00:00,2015-09-27 07:00:00
50.5,2015-09-26 00:00:00,2015-09-27 08:00:00
29.075,2015-09-26 00:00:00,2015-09-27 09:00:00
19.225,2015-09-26 00:00:00,2015-09-27 10:00:00
28.3,2015-09-26 00:00:00,2015-09-27 11:00:00
68.375,2015-09-26 00:00:00,2015-09-27 12:00:00
156.75,2015-09-26 00:00:00,2015-09-27 13:00:00
268.025,2015-09-26 00:00:00,2015-09-27 14:00:00
410.575,2015-09-26 00:00:00,2015-09-27 15:00:00
547.1,2015-09-26 00:00:00,2015-09-27 16:00:00
570.725,2015-09-26 00:00:00,2015-09-27 17:00:00
765.6,2015-09-26 00:00:00,2015-09-27 18:00:00
866.35,2015-09-26 00:00:00,2015-09-27 19:00:00
850.0,2015-09-26 00:00:00,2015-09-27 20:00:00
840.525,2015-09-26 00:00:00,2015-09-27 21:00:00
798.6,2015-09-26 00:00:00,2015-09-27 22:00:00
1004.15,2015-09-26 00:00:00,2015-09-27 23:00:00
1274.475,2015-09-27 00:00:00,2015-09-28 00:00:00
1405.325,2015-09-27 00:00:00,2015-09-28 01:00:00
1483.675,2015-09-27 00:00:00,2015-09-28 02:00:00
1458.975,2015-09-27 00:00:00,2015-09-28 03:00:00
1537.875,2015-09-27 00:00:00,2015-09-28 04:00:00
1732.35,2015-09-27 00:00:00,2015-09-28 05:00:00
1945.625,2015-09-27 00:00:00,2015-09-28 06:00:00
1939.425,2015-09-27 00:00:00,2015-09-28 07:00:00
1756.8,2015-09-27 00:00:00,2015-09-28 08:00:00
1523.575,2015-09-27 00:00:00,2015-09-28 09:00:00
1300.45,2015-09-27 00:00:00,2015-09-28 10:00:00
1094.725,2015-09-27 00:00:00,2015-09-28 11:00:00
914.45,2015-09-27 00:00:00,2015-09-28 12:00:00
720.15,2015-09-27 00:00:00,2015-09-28 13:00:00
485.1,2015-09-27 00:00:00,2015-09-28 14:00:00
312.65,2015-09-27 00:00:00,2015-09-28 15:00:00
252.05,2015-09-27 00:00:00,2015-09-28 16:00:00
242.8,2015-09-27 00:00:00,2015-09-28 17:00:00
318.4,2015-09-27 00:00:00,2015-09-28 18:00:00
399.95,2015-09-27 00:00:00,2015-09-28 19:00:00
530.65,2015-09-27 00:00:00,2015-09-28 20:00:00
595.925,2015-09-27 00:00:00,2015-09-28 21:00:00
568.8,2015-09-27 00:00:00,2015-09-28 22:00:00
553.55,2015-09-27 00:00:00,2015-09-28 23:00:00
494.05,2015-09-28 00:00:00,2015-09-29 00:00:00
595.0,2015-09-28 00:00:00,2015-09-29 01:00:00
682.3,2015-09-28 00:00:00,2015-09-29 02:00:00
576.775,2015-09-28 00:00:00,2015-09-29 03:00:00
461.85,2015-09-28 00:00:00,2015-09-29 04:00:00
481.65,2015-09-28 00:00:00,2015-09-29 05:00:00
424.85,2015-09-28 00:00:00,2015-09-29 06:00:00
374.95,2015-09-28 00:00:00,2015-09-29 07:00:00
283.2,2015-09-28 00:00:00,2015-09-29 08:00:00
245.175,2015-09-28 00:00:00,2015-09-29 09:00:00
229.35,2015-09-28 00:00:00,2015-09-29 10:00:00
178.025,2015-09-28 00:00:00,2015-09-29 11:00:00
131.8,2015-09-28 00:00:00,2015-09-29 12:00:00
219.075,2015-09-28 00:00:00,2015-09-29 13:00:00
431.45,2015-09-28 00:00:00,2015-09-29 14:00:00
528.375,2015-09-28 00:00:00,2015-09-29 15:00:00
707.075,2015-09-28 00:00:00,2015-09-29 16:00:00
940.525,2015-09-28 00:00:00,2015-09-29 17:00:00
763.15,2015-09-28 00:00:00,2015-09-29 18:00:00
465.1,2015-09-28 00:00:00,2015-09-29 19:00:00
406.225,2015-09-28 00:00:00,2015-09-29 20:00:00
289.55,2015-09-28 00:00:00,2015-09-29 21:00:00
220.7,2015-09-28 00:00:00,2015-09-29 22:00:00
170.6,2015-09-28 00:00:00,2015-09-29 23:00:00
156.15,2015-09-29 00:00:00,2015-09-30 00:00:00
184.45,2015-09-29 00:00:00,2015-09-30 01:00:00
234.95,2015-09-29 00:00:00,2015-09-30 02:00:00
356.875,2015-09-29 00:00:00,2015-09-30 03:00:00
513.375,2015-09-29 00:00:00,2015-09-30 04:00:00
587.9,2015-09-29 00:00:00,2015-09-30 05:00:00
583.075,2015-09-29 00:00:00,2015-09-30 06:00:00
500.575,2015-09-29 00:00:00,2015-09-30 07:00:00
290.325,2015-09-29 00:00:00,2015-09-30 08:00:00
194.1,2015-09-29 00:00:00,2015-09-30 09:00:00
255.75,2015-09-29 00:00:00,2015-09-30 10:00:00
404.75,2015-09-29 00:00:00,2015-09-30 11:00:00
671.975,2015-09-29 00:00:00,2015-09-30 12:00:00
912.5,2015-09-29 00:00:00,2015-09-30 13:00:00
1069.65,2015-09-29 00:00:00,2015-09-30 14:00:00
1158.95,2015-09-29 00:00:00,2015-09-30 15:00:00
1228.875,2015-09-29 00:00:00,2015-09-30 16:00:00
986.725,2015-09-29 00:00:00,2015-09-30 17:00:00
958.225,2015-09-29 00:00:00,2015-09-30 18:00:00
991.55,2015-09-29 00:00:00,2015-09-30 19:00:00
941.075,2015-09-29 00:00:00,2015-09-30 20:00:00
788.675,2015-09-29 00:00:00,2015-09-30 21:00:00
757.9,2015-09-29 00:00:00,2015-09-30 22:00:00
726.275,2015-09-29 00:00:00,2015-09-30 23:00:00
677.175,2015-09-30 00:00:00,2015-10-01 00:00:00
669.225,2015-09-30 00:00:00,2015-10-01 01:00:00
603.775,2015-09-30 00:00:00,2015-10-01 02:00:00
493.725,2015-09-30 00:00:00,2015-10-01 03:00:00
388.325,2015-09-30 00:00:00,2015-10-01 04:00:00
302.95,2015-09-30 00:00:00,2015-10-01 05:00:00
299.15,2015-09-30 00:00:00,2015-10-01 06:00:00
274.8,2015-09-30 00:00:00,2015-10-01 07:00:00
142.975,2015-09-30 00:00:00,2015-10-01 08:00:00
71.475,2015-09-30 00:00:00,2015-10-01 09:00:00
60.275,2015-09-30 00:00:00,2015-10-01 10:00:00
78.05,2015-09-30 00:00:00,2015-10-01 11:00:00
130.4,2015-09-30 00:00:00,2015-10-01 12:00:00
217.975,2015-09-30 00:00:00,2015-10-01 13:00:00
304.325,2015-09-30 00:00:00,2015-10-01 14:00:00
417.675,2015-09-30 00:00:00,2015-10-01 15:00:00
491.425,2015-09-30 00:00:00,2015-10-01 16:00:00
515.8,2015-09-30 00:00:00,2015-10-01 17:00:00
497.225,2015-09-30 00:00:00,2015-10-01 18:00:00
448.75,2015-09-30 00:00:00,2015-10-01 19:00:00
399.575,2015-09-30 00:00:00,2015-10-01 20:00:00
443.575,2015-09-30 00:00:00,2015-10-01 21:00:00
581.7,2015-09-30 00:00:00,2015-10-01 22:00:00
737.25,2015-09-30 00:00:00,2015-10-01 23:00:00
952.8,2015-10-01 00:00:00,2015-10-02 00:00:00
1013.85,2015-10-01 00:00:00,2015-10-02 01:00:00
1009.625,2015-10-01 00:00:00,2015-10-02 02:00:00
917.125,2015-10-01 00:00:00,2015-10-02 03:00:00
852.175,2015-10-01 00:00:00,2015-10-02 04:00:00
845.175,2015-10-01 00:00:00,2015-10-02 05:00:00
825.725,2015-10-01 00:00:00,2015-10-02 06:00:00
728.275,2015-10-01 00:00:00,2015-10-02 07:00:00
484.025,2015-10-01 00:00:00,2015-10-02 08:00:00
318.75,2015-10-01 00:00:00,2015-10-02 09:00:00
308.275,2015-10-01 00:00:00,2015-10-02 10:00:00
379.775,2015-10-01 00:00:00,2015-10-02 11:00:00
575.425,2015-10-01 00:00:00,2015-10-02 12:00:00
909.125,2015-10-01 00:00:00,2015-10-02 13:00:00
1040.525,2015-10-01 00:00:00,2015-10-02 14:00:00
1127.025,2015-10-01 00:00:00,2015-10-02 15:00:00
1132.0,2015-10-01 00:00:00,2015-10-02 16:00:00
1002.4,2015-10-01 00:00:00,2015-10-02 17:00:00
989.675,2015-10-01 00:00:00,2015-10-02 18:00:00
1068.3,2015-10-01 00:00:00,2015-10-02 19:00:00
1011.825,2015-10-01 00:00:00,2015-10-02 20:00:00
917.075,2015-10-01 00:00:00,2015-10-02 21:00:00
764.5,2015-10-01 00:00:00,2015-10-02 22:00:00
715.225,2015-10-01 00:00:00,2015-10-02 23:00:00
591.725,2015-10-02 00:00:00,2015-10-03 00:00:00
450.525,2015-10-02 00:00:00,2015-10-03 01:00:00
414.6,2015-10-02 00:00:00,2015-10-03 02:00:00
296.95,2015-10-02 00:00:00,2015-10-03 03:00:00
239.475,2015-10-02 00:00:00,2015-10-03 04:00:00
162.925,2015-10-02 00:00:00,2015-10-03 05:00:00
99.9,2015-10-02 00:00:00,2015-10-03 06:00:00
74.425,2015-10-02 00:00:00,2015-10-03 07:00:00
83.55,2015-10-02 00:00:00,2015-10-03 08:00:00
101.85,2015-10-02 00:00:00,2015-10-03 09:00:00
102.35,2015-10-02 00:00:00,2015-10-03 10:00:00
114.25,2015-10-02 00:00:00,2015-10-03 11:00:00
135.775,2015-10-02 00:00:00,2015-10-03 12:00:00
200.8,2015-10-02 00:00:00,2015-10-03 13:00:00
205.025,2015-10-02 00:00:00,2015-10-03 14:00:00
216.25,2015-10-02 00:00:00,2015-10-03 15:00:00
237.05,2015-10-02 00:00:00,2015-10-03 16:00:00
289.675,2015-10-02 00:00:00,2015-10-03 17:00:00
397.925,2015-10-02 00:00:00,2015-10-03 18:00:00
521.325,2015-10-02 00:00:00,2015-10-03 19:00:00
793.875,2015-10-02 00:00:00,2015-10-03 20:00:00
1220.625,2015-10-02 00:00:00,2015-10-03 21:00:00
1494.85,2015-10-02 00:00:00,2015-10-03 22:00:00
1801.975,2015-10-02 00:00:00,2015-10-03 23:00:00
2391.425,2015-10-03 00:00:00,2015-10-04 00:00:00
3097.15,2015-10-03 00:00:00,2015-10-04 01:00:00
3392.0,2015-10-03 00:00:00,2015-10-04 02:00:00
3440.025,2015-10-03 00:00:00,2015-10-04 03:00:00
3596.175,2015-10-03 00:00:00,2015-10-04 04:00:00
3669.65,2015-10-03 00:00:00,2015-10-04 05:00:00
3658.475,2015-10-03 00:00:00,2015-10-04 06:00:00
3664.325,2015-10-03 00:00:00,2015-10-04 07:00:00
3630.2,2015-10-03 00:00:00,2015-10-04 08:00:00
3373.3,2015-10-03 00:00:00,2015-10-04 09:00:00
3494.075,2015-10-03 00:00:00,2015-10-04 10:00:00
3561.25,2015-10-03 00:00:00,2015-10-04 11:00:00
3600.075,2015-10-03 00:00:00,2015-10-04 12:00:00
3638.15,2015-10-03 00:00:00,2015-10-04 13:00:00
3706.325,2015-10-03 00:00:00,2015-10-04 14:00:00
3720.125,2015-10-03 00:00:00,2015-10-04 15:00:00
3743.2,2015-10-03 00:00:00,2015-10-04 16:00:00
3751.525,2015-10-03 00:00:00,2015-10-04 17:00:00
3732.1,2015-10-03 00:00:00,2015-10-04 18:00:00
3769.375,2015-10-03 00:00:00,2015-10-04 19:00:00
3898.35,2015-10-03 00:00:00,2015-10-04 20:00:00
4016.625,2015-10-03 00:00:00,2015-10-04 21:00:00
4061.6,2015-10-03 00:00:00,2015-10-04 22:00:00
4044.875,2015-10-03 00:00:00,2015-10-04 23:00:00
4030.2,2015-10-04 00:00:00,2015-10-05 00:00:00
3959.7,2015-10-04 00:00:00,2015-10-05 01:00:00
3951.975,2015-10-04 00:00:00,2015-10-05 02:00:00
3866.1,2015-10-04 00:00:00,2015-10-05 03:00:00
3790.45,2015-10-04 00:00:00,2015-10-05 04:00:00
3729.0,2015-10-04 00:00:00,2015-10-05 05:00:00
3721.975,2015-10-04 00:00:00,2015-10-05 06:00:00
3716.5,2015-10-04 00:00:00,2015-10-05 07:00:00
3852.75,2015-10-04 00:00:00,2015-10-05 08:00:00
3940.7,2015-10-04 00:00:00,2015-10-05 09:00:00
3941.025,2015-10-04 00:00:00,2015-10-05 10:00:00
3970.1,2015-10-04 00:00:00,2015-10-05 11:00:00
3800.575,2015-10-04 00:00:00,2015-10-05 12:00:00
3864.65,2015-10-04 00:00:00,2015-10-05 13:00:00
3940.2,2015-10-04 00:00:00,2015-10-05 14:00:00
3989.275,2015-10-04 00:00:00,2015-10-05 15:00:00
3882.375,2015-10-04 00:00:00,2015-10-05 16:00:00
3824.875,2015-10-04 00:00:00,2015-10-05 17:00:00
3781.65,2015-10-04 00:00:00,2015-10-05 18:00:00
3733.75,2015-10-04 00:00:00,2015-10-05 19:00:00
3654.875,2015-10-04 00:00:00,2015-10-05 20:00:00
3569.775,2015-10-04 00:00:00,2015-10-05 21:00:00
3436.5,2015-10-04 00:00:00,2015-10-05 22:00:00
3335.4,2015-10-04 00:00:00,2015-10-05 23:00:00
3281.85,2015-10-05 00:00:00,2015-10-06 00:00:00
3262.85,2015-10-05 00:00:00,2015-10-06 01:00:00
3282.725,2015-10-05 00:00:00,2015-10-06 02:00:00
3216.325,2015-10-05 00:00:00,2015-10-06 03:00:00
3174.475,2015-10-05 00:00:00,2015-10-06 04:00:00
3084.95,2015-10-05 00:00:00,2015-10-06 05:00:00
2870.625,2015-10-05 00:00:00,2015-10-06 06:00:00
2686.8,2015-10-05 00:00:00,2015-10-06 07:00:00
2467.1,2015-10-05 00:00:00,2015-10-06 08:00:00
2204.225,2015-10-05 00:00:00,2015-10-06 09:00:00
2058.15,2015-10-05 00:00:00,2015-10-06 10:00:00
1851.4,2015-10-05 00:00:00,2015-10-06 11:00:00
1626.45,2015-10-05 00:00:00,2015-10-06 12:00:00
1299.4,2015-10-05 00:00:00,2015-10-06 13:00:00
1040.65,2015-10-05 00:00:00,2015-10-06 14:00:00
930.275,2015-10-05 00:00:00,2015-10-06 15:00:00
813.15,2015-10-05 00:00:00,2015-10-06 16:00:00
667.45,2015-10-05 00:00:00,2015-10-06 17:00:00
595.125,2015-10-05 00:00:00,2015-10-06 18:00:00
487.85,2015-10-05 00:00:00,2015-10-06 19:00:00
457.875,2015-10-05 00:00:00,2015-10-06 20:00:00
511.175,2015-10-05 00:00:00,2015-10-06 21:00:00
664.45,2015-10-05 00:00:00,2015-10-06 22:00:00
753.675,2015-10-05 00:00:00,2015-10-06 23:00:00
760.1,2015-10-06 00:00:00,2015-10-07 00:00:00
804.0,2015-10-06 00:00:00,2015-10-07 01:00:00
884.675,2015-10-06 00:00:00,2015-10-07 02:00:00
1021.875,2015-10-06 00:00:00,2015-10-07 03:00:00
1062.725,2015-10-06 00:00:00,2015-10-07 04:00:00
1049.775,2015-10-06 00:00:00,2015-10-07 05:00:00
951.625,2015-10-06 00:00:00,2015-10-07 06:00:00
770.375,2015-10-06 00:00:00,2015-10-07 07:00:00
525.925,2015-10-06 00:00:00,2015-10-07 08:00:00
306.575,2015-10-06 00:00:00,2015-10-07 09:00:00
214.475,2015-10-06 00:00:00,2015-10-07 10:00:00
198.65,2015-10-06 00:00:00,2015-10-07 11:00:00
208.425,2015-10-06 00:00:00,2015-10-07 12:00:00
303.025,2015-10-06 00:00:00,2015-10-07 13:00:00
426.3,2015-10-06 00:00:00,2015-10-07 14:00:00
512.55,2015-10-06 00:00:00,2015-10-07 15:00:00
654.1,2015-10-06 00:00:00,2015-10-07 16:00:00
775.4,2015-10-06 00:00:00,2015-10-07 17:00:00
814.225,2015-10-06 00:00:00,2015-10-07 18:00:00
853.425,2015-10-06 00:00:00,2015-10-07 19:00:00
859.075,2015-10-06 00:00:00,2015-10-07 20:00:00
840.7,2015-10-06 00:00:00,2015-10-07 21:00:00
818.4,2015-10-06 00:00:00,2015-10-07 22:00:00
827.975,2015-10-06 00:00:00,2015-10-07 23:00:00
906.025,2015-10-07 00:00:00,2015-10-08 00:00:00
941.55,2015-10-07 00:00:00,2015-10-08 01:00:00
1000.7,2015-10-07 00:00:00,2015-10-08 02:00:00
1107.95,2015-10-07 00:00:00,2015-10-08 03:00:00
1181.775,2015-10-07 00:00:00,2015-10-08 04:00:00
1236.05,2015-10-07 00:00:00,2015-10-08 05:00:00
1210.0,2015-10-07 00:00:00,2015-10-08 06:00:00
1041.75,2015-10-07 00:00:00,2015-10-08 07:00:00
1077.05,2015-10-07 00:00:00,2015-10-08 08:00:00
923.7,2015-10-07 00:00:00,2015-10-08 09:00:00
615.525,2015-10-07 00:00:00,2015-10-08 10:00:00
376.25,2015-10-07 00:00:00,2015-10-08 11:00:00
280.4,2015-10-07 00:00:00,2015-10-08 12:00:00
207.65,2015-10-07 00:00:00,2015-10-08 13:00:00
199.8,2015-10-07 00:00:00,2015-10-08 14:00:00
249.15,2015-10-07 00:00:00,2015-10-08 15:00:00
308.925,2015-10-07 00:00:00,2015-10-08 16:00:00
309.35,2015-10-07 00:00:00,2015-10-08 17:00:00
335.35,2015-10-07 00:00:00,2015-10-08 18:00:00
396.3,2015-10-07 00:00:00,2015-10-08 19:00:00
447.55,2015-10-07 00:00:00,2015-10-08 20:00:00
534.75,2015-10-07 00:00:00,2015-10-08 21:00:00
688.475,2015-10-07 00:00:00,2015-10-08 22:00:00
815.5,2015-10-07 00:00:00,2015-10-08 23:00:00
885.025,2015-10-08 00:00:00,2015-10-09 00:00:00
955.575,2015-10-08 00:00:00,2015-10-09 01:00:00
909.6,2015-10-08 00:00:00,2015-10-09 02:00:00
750.15,2015-10-08 00:00:00,2015-10-09 03:00:00
633.725,2015-10-08 00:00:00,2015-10-09 04:00:00
611.1,2015-10-08 00:00:00,2015-10-09 05:00:00
701.25,2015-10-08 00:00:00,2015-10-09 06:00:00
742.075,2015-10-08 00:00:00,2015-10-09 07:00:00
784.325,2015-10-08 00:00:00,2015-10-09 08:00:00
786.675,2015-10-08 00:00:00,2015-10-09 09:00:00
806.7,2015-10-08 00:00:00,2015-10-09 10:00:00
902.025,2015-10-08 00:00:00,2015-10-09 11:00:00
967.925,2015-10-08 00:00:00,2015-10-09 12:00:00
1077.575,2015-10-08 00:00:00,2015-10-09 13:00:00
1096.3,2015-10-08 00:00:00,2015-10-09 14:00:00
995.75,2015-10-08 00:00:00,2015-10-09 15:00:00
930.425,2015-10-08 00:00:00,2015-10-09 16:00:00
1076.35,2015-10-08 00:00:00,2015-10-09 17:00:00
1575.9,2015-10-08 00:00:00,2015-10-09 18:00:00
1804.775,2015-10-08 00:00:00,2015-10-09 19:00:00
1849.425,2015-10-08 00:00:00,2015-10-09 20:00:00
2178.675,2015-10-08 00:00:00,2015-10-09 21:00:00
2420.325,2015-10-08 00:00:00,2015-10-09 22:00:00
2484.775,2015-10-08 00:00:00,2015-10-09 23:00:00
2653.4,2015-10-09 00:00:00,2015-10-10 00:00:00
2831.625,2015-10-09 00:00:00,2015-10-10 01:00:00
2963.525,2015-10-09 00:00:00,2015-10-10 02:00:00
3015.975,2015-10-09 00:00:00,2015-10-10 03:00:00
3074.85,2015-10-09 00:00:00,2015-10-10 04:00:00
3175.25,2015-10-09 00:00:00,2015-10-10 05:00:00
3274.125,2015-10-09 00:00:00,2015-10-10 06:00:00
3219.1,2015-10-09 00:00:00,2015-10-10 07:00:00
3258.0,2015-10-09 00:00:00,2015-10-10 08:00:00
3221.725,2015-10-09 00:00:00,2015-10-10 09:00:00
3154.925,2015-10-09 00:00:00,2015-10-10 10:00:00
3036.7,2015-10-09 00:00:00,2015-10-10 11:00:00
2804.375,2015-10-09 00:00:00,2015-10-10 12:00:00
2612.425,2015-10-09 00:00:00,2015-10-10 13:00:00
2434.5,2015-10-09 00:00:00,2015-10-10 14:00:00
2236.475,2015-10-09 00:00:00,2015-10-10 15:00:00
2066.625,2015-10-09 00:00:00,2015-10-10 16:00:00
1962.625,2015-10-09 00:00:00,2015-10-10 17:00:00
1895.525,2015-10-09 00:00:00,2015-10-10 18:00:00
1806.65,2015-10-09 00:00:00,2015-10-10 19:00:00
1824.65,2015-10-09 00:00:00,2015-10-10 20:00:00
1890.875,2015-10-09 00:00:00,2015-10-10 21:00:00
2011.625,2015-10-09 00:00:00,2015-10-10 22:00:00
1944.825,2015-10-09 00:00:00,2015-10-10 23:00:00
1831.425,2015-10-10 00:00:00,2015-10-11 00:00:00
1879.275,2015-10-10 00:00:00,2015-10-11 01:00:00
1815.325,2015-10-10 00:00:00,2015-10-11 02:00:00
1604.65,2015-10-10 00:00:00,2015-10-11 03:00:00
1528.4,2015-10-10 00:00:00,2015-10-11 04:00:00
1426.775,2015-10-10 00:00:00,2015-10-11 05:00:00
1329.475,2015-10-10 00:00:00,2015-10-11 06:00:00
1326.925,2015-10-10 00:00:00,2015-10-11 07:00:00
1365.725,2015-10-10 00:00:00,2015-10-11 08:00:00
1455.05,2015-10-10 00:00:00,2015-10-11 09:00:00
1514.025,2015-10-10 00:00:00,2015-10-11 10:00:00
1601.125,2015-10-10 00:00:00,2015-10-11 11:00:00
1697.55,2015-10-10 00:00:00,2015-10-11 12:00:00
1624.475,2015-10-10 00:00:00,2015-10-11 13:00:00
1540.325,2015-10-10 00:00:00,2015-10-11 14:00:00
1509.75,2015-10-10 00:00:00,2015-10-11 15:00:00
1470.0,2015-10-10 00:00:00,2015-10-11 16:00:00
1362.15,2015-10-10 00:00:00,2015-10-11 17:00:00
1302.175,2015-10-10 00:00:00,2015-10-11 18:00:00
1265.0,2015-10-10 00:00:00,2015-10-11 19:00:00
1283.275,2015-10-10 00:00:00,2015-10-11 20:00:00
1175.6,2015-10-10 00:00:00,2015-10-11 21:00:00
1273.9,2015-10-10 00:00:00,2015-10-11 22:00:00
1322.375,2015-10-10 00:00:00,2015-10-11 23:00:00
1239.7,2015-10-11 00:00:00,2015-10-12 00:00:00
1218.95,2015-10-11 00:00:00,2015-10-12 01:00:00
1258.075,2015-10-11 00:00:00,2015-10-12 02:00:00
1334.15,2015-10-11 00:00:00,2015-10-12 03:00:00
1366.55,2015-10-11 00:00:00,2015-10-12 04:00:00
1515.85,2015-10-11 00:00:00,2015-10-12 05:00:00
1555.2,2015-10-11 00:00:00,2015-10-12 06:00:00
1638.775,2015-10-11 00:00:00,2015-10-12 07:00:00
1811.85,2015-10-11 00:00:00,2015-10-12 08:00:00
1965.55,2015-10-11 00:00:00,2015-10-12 09:00:00
1969.5,2015-10-11 00:00:00,2015-10-12 10:00:00
1792.725,2015-10-11 00:00:00,2015-10-12 11:00:00
1660.1,2015-10-11 00:00:00,2015-10-12 12:00:00
1504.275,2015-10-11 00:00:00,2015-10-12 13:00:00
1619.525,2015-10-11 00:00:00,2015-10-12 14:00:00
1807.9,2015-10-11 00:00:00,2015-10-12 15:00:00
1957.875,2015-10-11 00:00:00,2015-10-12 16:00:00
2031.925,2015-10-11 00:00:00,2015-10-12 17:00:00
2250.65,2015-10-11 00:00:00,2015-10-12 18:00:00
2236.525,2015-10-11 00:00:00,2015-10-12 19:00:00
2342.125,2015-10-11 00:00:00,2015-10-12 20:00:00
2446.175,2015-10-11 00:00:00,2015-10-12 21:00:00
2506.975,2015-10-11 00:00:00,2015-10-12 22:00:00
2580.875,2015-10-11 00:00:00,2015-10-12 23:00:00
2468.7,2015-10-12 00:00:00,2015-10-13 00:00:00
2354.7,2015-10-12 00:00:00,2015-10-13 01:00:00
2316.275,2015-10-12 00:00:00,2015-10-13 02:00:00
2256.3,2015-10-12 00:00:00,2015-10-13 03:00:00
2202.1,2015-10-12 00:00:00,2015-10-13 04:00:00
2306.975,2015-10-12 00:00:00,2015-10-13 05:00:00
2249.575,2015-10-12 00:00:00,2015-10-13 06:00:00
2206.25,2015-10-12 00:00:00,2015-10-13 07:00:00
2200.9,2015-10-12 00:00:00,2015-10-13 08:00:00
2042.4,2015-10-12 00:00:00,2015-10-13 09:00:00
1867.125,2015-10-12 00:00:00,2015-10-13 10:00:00
1597.125,2015-10-12 00:00:00,2015-10-13 11:00:00
1245.85,2015-10-12 00:00:00,2015-10-13 12:00:00
947.8,2015-10-12 00:00:00,2015-10-13 13:00:00
774.5,2015-10-12 00:00:00,2015-10-13 14:00:00
679.825,2015-10-12 00:00:00,2015-10-13 15:00:00
677.4,2015-10-12 00:00:00,2015-10-13 16:00:00
818.65,2015-10-12 00:00:00,2015-10-13 17:00:00
1182.125,2015-10-12 00:00:00,2015-10-13 18:00:00
1490.475,2015-10-12 00:00:00,2015-10-13 19:00:00
1729.7,2015-10-12 00:00:00,2015-10-13 20:00:00
1905.425,2015-10-12 00:00:00,2015-10-13 21:00:00
1989.575,2015-10-12 00:00:00,2015-10-13 22:00:00
2059.15,2015-10-12 00:00:00,2015-10-13 23:00:00
2047.85,2015-10-13 00:00:00,2015-10-14 00:00:00
2021.85,2015-10-13 00:00:00,2015-10-14 01:00:00
1999.05,2015-10-13 00:00:00,2015-10-14 02:00:00
1911.75,2015-10-13 00:00:00,2015-10-14 03:00:00
1855.975,2015-10-13 00:00:00,2015-10-14 04:00:00
1888.775,2015-10-13 00:00:00,2015-10-14 05:00:00
1910.55,2015-10-13 00:00:00,2015-10-14 06:00:00
1869.575,2015-10-13 00:00:00,2015-10-14 07:00:00
1657.0,2015-10-13 00:00:00,2015-10-14 08:00:00
1378.3,2015-10-13 00:00:00,2015-10-14 09:00:00
1036.975,2015-10-13 00:00:00,2015-10-14 10:00:00
748.35,2015-10-13 00:00:00,2015-10-14 11:00:00
495.075,2015-10-13 00:00:00,2015-10-14 12:00:00
347.075,2015-10-13 00:00:00,2015-10-14 13:00:00
237.625,2015-10-13 00:00:00,2015-10-14 14:00:00
232.5,2015-10-13 00:00:00,2015-10-14 15:00:00
246.3,2015-10-13 00:00:00,2015-10-14 16:00:00
358.975,2015-10-13 00:00:00,2015-10-14 17:00:00
611.825,2015-10-13 00:00:00,2015-10-14 18:00:00
837.8,2015-10-13 00:00:00,2015-10-14 19:00:00
904.7,2015-10-13 00:00:00,2015-10-14 20:00:00
933.175,2015-10-13 00:00:00,2015-10-14 21:00:00
891.575,2015-10-13 00:00:00,2015-10-14 22:00:00
828.75,2015-10-13 00:00:00,2015-10-14 23:00:00
783.075,2015-10-14 00:00:00,2015-10-15 00:00:00
744.5,2015-10-14 00:00:00,2015-10-15 01:00:00
712.575,2015-10-14 00:00:00,2015-10-15 02:00:00
651.2,2015-10-14 00:00:00,2015-10-15 03:00:00
627.675,2015-10-14 00:00:00,2015-10-15 04:00:00
557.85,2015-10-14 00:00:00,2015-10-15 05:00:00
482.4,2015-10-14 00:00:00,2015-10-15 06:00:00
396.725,2015-10-14 00:00:00,2015-10-15 07:00:00
265.0,2015-10-14 00:00:00,2015-10-15 08:00:00
180.3,2015-10-14 00:00:00,2015-10-15 09:00:00
139.225,2015-10-14 00:00:00,2015-10-15 10:00:00
87.525,2015-10-14 00:00:00,2015-10-15 11:00:00
68.325,2015-10-14 00:00:00,2015-10-15 12:00:00
53.35,2015-10-14 00:00:00,2015-10-15 13:00:00
52.425,2015-10-14 00:00:00,2015-10-15 14:00:00
61.125,2015-10-14 00:00:00,2015-10-15 15:00:00
85.85,2015-10-14 00:00:00,2015-10-15 16:00:00
83.1,2015-10-14 00:00:00,2015-10-15 17:00:00
77.8,2015-10-14 00:00:00,2015-10-15 18:00:00
